id,text,sentiment_label,intent_label,topic_label,annotation_status,confidence_score
TXT-1250,Brilliant product! Exactly what I needed. Loved it!,Positive,Feedback,Technology,annotated,0.95
TXT-1251,The item matches the product description provided.,Neutral,Greeting,Finance,annotated,0.91
TXT-1252,I regret buying this. Total disappointment. Zero stars.,Negative,Inquiry,Technology,annotated,0.96
TXT-1253,Package was sealed properly. Contents were as listed.,Neutral,Request,Technology,annotated,0.87
TXT-1254,Battery life is horrible. Barely lasts two hours.,Negative,Request,Health,annotated,0.88
TXT-1255,I regret buying this. Total disappointment. Very bad.,Negative,Request,Finance,annotated,0.79
TXT-1256,Do not buy this. It is a scam.,Negative,Request,Health,annotated,0.79
TXT-1257,The product arrived on the expected delivery date.,Neutral,Feedback,Health,annotated,0.96
TXT-1258,Best purchase I have made this year. Truly outstanding. Would recommend.,Positive,Complaint,Finance,annotated,0.87
TXT-1259,Received on time. Packaging was intact.,Neutral,Request,Sports,annotated,0.95
TXT-1260,Best purchase I have made this year. Truly outstanding. Loved it!,Positive,Request,Finance,annotated,0.82
TXT-1261,Brilliant product! Exactly what I needed.,Positive,Complaint,Finance,annotated,0.9
TXT-1262,Standard product. Met the basic requirements.,Neutral,Request,Entertainment,annotated,0.96
TXT-1263,The app is intuitive and works perfectly without any bugs. Great!,Positive,Request,Technology,annotated,0.9
TXT-1264,Terrible product. Stopped working after just two days.,Negative,Request,Finance,annotated,0.96
TXT-1265,Superb build quality and very easy to set up. Would recommend.,Positive,Inquiry,Finance,annotated,0.9
TXT-1266,"It does what it says. Nothing more, nothing less.",Neutral,Feedback,Entertainment,annotated,0.82
TXT-1267,Great value for money. The product is exactly as described. Great!,Positive,Greeting,Health,annotated,0.96
TXT-1268,The description is misleading. Product is much smaller than shown.,Negative,Complaint,Technology,annotated,0.88
TXT-1269,Customer service was incredibly helpful and resolved my issue quickly. 5 stars.,Positive,Request,Technology,annotated,0.96
TXT-1270,Wonderful experience overall. Will definitely order again. 5 stars.,Positive,Inquiry,Sports,annotated,0.82
TXT-1271,Highly overpriced for the terrible quality offered. Zero stars.,Negative,Complaint,Health,annotated,0.91
TXT-1272,The description is misleading. Product is much smaller than shown. Very bad.,Negative,Feedback,Entertainment,annotated,0.9
TXT-1273,The description is misleading. Product is much smaller than shown.,Negative,Request,Technology,annotated,0.96
TXT-1274,The app is intuitive and works perfectly without any bugs.,Positive,Complaint,Health,annotated,0.9
TXT-1275,Customer support was rude and unhelpful. Never buying again. Very bad.,Negative,Feedback,Sports,annotated,0.93
TXT-1276,Highly overpriced for the terrible quality offered. Zero stars.,Negative,Inquiry,Technology,annotated,0.79
TXT-1277,Order was processed and shipped on time.,Neutral,Request,Health,annotated,0.79
TXT-1278,The product arrived on the expected delivery date.,Neutral,Feedback,Entertainment,annotated,0.96
TXT-1279,Wonderful experience overall. Will definitely order again. Great!,Positive,Inquiry,Finance,annotated,0.87
TXT-1280,Very happy with this purchase. Works like a charm. Great!,Positive,Inquiry,Entertainment,annotated,0.9
TXT-1281,The app is intuitive and works perfectly without any bugs. 5 stars.,Positive,Feedback,Health,annotated,0.96
TXT-1282,Fast delivery and excellent packaging. Will buy again.,Positive,Feedback,Finance,annotated,0.9
TXT-1283,The product arrived on the expected delivery date.,Neutral,Greeting,Health,annotated,0.93
TXT-1284,The app is intuitive and works perfectly without any bugs. Would recommend.,Positive,Feedback,Finance,annotated,0.82
TXT-1285,Very disappointed. The item looks nothing like the photos. Zero stars.,Negative,Greeting,Finance,annotated,0.93
TXT-1286,Brilliant product! Exactly what I needed. Loved it!,Positive,Greeting,Entertainment,annotated,0.87
TXT-1287,Brilliant product! Exactly what I needed.,Positive,Complaint,Sports,annotated,0.87
TXT-1288,Great value for money. The product is exactly as described. Great!,Positive,Inquiry,Technology,annotated,0.85
TXT-1289,Great value for money. The product is exactly as described. 5 stars.,Positive,Feedback,Finance,annotated,0.96
TXT-1290,Brilliant product! Exactly what I needed. Would recommend.,Positive,Greeting,Health,annotated,0.9
TXT-1291,Customer service was incredibly helpful and resolved my issue quickly. 5 stars.,Positive,Complaint,Finance,annotated,0.91
TXT-1292,Customer support was rude and unhelpful. Never buying again. Zero stars.,Negative,Feedback,Finance,annotated,0.88
TXT-1293,Amazing quality for the price. Highly recommend to everyone. Loved it!,Positive,Request,Technology,annotated,0.85
TXT-1294,Fast delivery and excellent packaging. Will buy again. Great!,Positive,Request,Technology,annotated,0.95
TXT-1295,Poor quality. The stitching came apart within a week. Very bad.,Negative,Greeting,Entertainment,annotated,0.91
TXT-1296,Terrible product. Stopped working after just two days.,Negative,Feedback,Technology,annotated,0.85
TXT-1297,Very disappointed. The item looks nothing like the photos. Avoid.,Negative,Complaint,Technology,annotated,0.91
TXT-1298,Loved the packaging and the product quality is fantastic.,Positive,Greeting,Finance,annotated,0.88
TXT-1299,Customer service was incredibly helpful and resolved my issue quickly. 5 stars.,Positive,Complaint,Finance,annotated,0.91
TXT-1300,Brilliant product! Exactly what I needed. 5 stars.,Positive,Feedback,Health,annotated,0.9
TXT-1301,Customer support was rude and unhelpful. Never buying again. Zero stars.,Negative,Greeting,Technology,annotated,0.87
TXT-1302,Very disappointed. The item looks nothing like the photos. Very bad.,Negative,Inquiry,Finance,annotated,0.87
TXT-1303,Best purchase I have made this year. Truly outstanding. Loved it!,Positive,Complaint,Technology,annotated,0.87
TXT-1304,Highly overpriced for the terrible quality offered. Zero stars.,Negative,Request,Health,annotated,0.87
TXT-1305,Received on time. Packaging was intact.,Neutral,Inquiry,Sports,annotated,0.9
TXT-1306,Awful smell and bad material. Returned immediately. Very bad.,Negative,Feedback,Sports,annotated,0.93
TXT-1307,Extremely slow delivery. Took three weeks for a local order. Zero stars.,Negative,Inquiry,Sports,annotated,0.87
TXT-1308,Very disappointed. The item looks nothing like the photos. Avoid.,Negative,Request,Technology,annotated,0.85
TXT-1309,Battery life is horrible. Barely lasts two hours. Zero stars.,Negative,Feedback,Health,annotated,0.95
TXT-1310,Superb build quality and very easy to set up. Great!,Positive,Feedback,Sports,annotated,0.85
TXT-1311,Very disappointed. The item looks nothing like the photos.,Negative,Request,Entertainment,annotated,0.96
TXT-1312,Do not buy this. It is a scam. Avoid.,Negative,Inquiry,Entertainment,annotated,0.95
TXT-1313,Average quality. Suitable for occasional use.,Neutral,Request,Finance,annotated,0.96
TXT-1314,Fell apart on the first use. Very poor craftsmanship. Very bad.,Negative,Feedback,Finance,annotated,0.95
TXT-1315,The product exceeded my expectations. Absolutely love it! Would recommend.,Positive,Request,Sports,annotated,0.85
TXT-1316,Battery life is horrible. Barely lasts two hours. Very bad.,Negative,Inquiry,Sports,annotated,0.85
TXT-1317,Received the item in perfect condition. Very satisfied.,Positive,Inquiry,Technology,annotated,0.85
TXT-1318,The app is intuitive and works perfectly without any bugs. Loved it!,Positive,Inquiry,Entertainment,annotated,0.79
TXT-1319,Fell apart on the first use. Very poor craftsmanship.,Negative,Inquiry,Sports,annotated,0.85
TXT-1320,Received on time. Packaging was intact.,Neutral,Feedback,Entertainment,annotated,0.95
TXT-1321,I regret buying this. Total disappointment. Avoid.,Negative,Feedback,Sports,annotated,0.82
TXT-1322,Awful smell and bad material. Returned immediately.,Negative,Greeting,Health,annotated,0.95
TXT-1323,Customer service was incredibly helpful and resolved my issue quickly. Would recommend.,Positive,Complaint,Health,annotated,0.85
TXT-1324,Great value for money. The product is exactly as described. Would recommend.,Positive,Inquiry,Technology,annotated,0.88
TXT-1325,Very disappointed. The item looks nothing like the photos. Very bad.,Negative,Request,Technology,annotated,0.85
TXT-1326,Customer service was incredibly helpful and resolved my issue quickly. Would recommend.,Positive,Feedback,Finance,annotated,0.9
TXT-1327,Best purchase I have made this year. Truly outstanding.,Positive,Complaint,Technology,annotated,0.9
TXT-1328,Wonderful experience overall. Will definitely order again.,Positive,Request,Finance,annotated,0.95
TXT-1329,Best purchase I have made this year. Truly outstanding. Would recommend.,Positive,Greeting,Health,annotated,0.95
TXT-1330,Battery life is horrible. Barely lasts two hours. Avoid.,Negative,Greeting,Technology,annotated,0.87
TXT-1331,Received the wrong item and nobody is responding. Very bad.,Negative,Complaint,Sports,annotated,0.82
TXT-1332,Great value for money. The product is exactly as described. 5 stars.,Positive,Request,Sports,annotated,0.82
TXT-1333,The product exceeded my expectations. Absolutely love it! Great!,Positive,Greeting,Health,annotated,0.93
TXT-1334,Highly overpriced for the terrible quality offered. Zero stars.,Negative,Request,Finance,annotated,0.95
TXT-1335,Worst purchase ever. Complete waste of money.,Negative,Complaint,Entertainment,annotated,0.95
TXT-1336,Awful smell and bad material. Returned immediately.,Negative,Greeting,Entertainment,annotated,0.87
TXT-1337,The description is misleading. Product is much smaller than shown.,Negative,Inquiry,Entertainment,annotated,0.87
TXT-1338,The product exceeded my expectations. Absolutely love it! Would recommend.,Positive,Request,Entertainment,annotated,0.96
TXT-1339,Extremely slow delivery. Took three weeks for a local order. Avoid.,Negative,Feedback,Technology,annotated,0.96
TXT-1340,The product arrived on the expected delivery date.,Neutral,Complaint,Finance,annotated,0.9
TXT-1341,Decent product at a reasonable price.,Neutral,Feedback,Entertainment,annotated,0.79
TXT-1342,The product exceeded my expectations. Absolutely love it! 5 stars.,Positive,Complaint,Sports,annotated,0.82
TXT-1343,The product arrived broken and the return process is a nightmare. Avoid.,Negative,Feedback,Technology,annotated,0.82
TXT-1344,Wonderful experience overall. Will definitely order again. Loved it!,Positive,Inquiry,Health,annotated,0.88
TXT-1345,Nothing remarkable but no complaints either.,Neutral,Complaint,Health,annotated,0.85
TXT-1346,Package was sealed properly. Contents were as listed.,Neutral,Inquiry,Technology,annotated,0.79
TXT-1347,Superb build quality and very easy to set up. 5 stars.,Positive,Request,Sports,annotated,0.91
TXT-1348,Nothing remarkable but no complaints either.,Neutral,Request,Health,annotated,0.87
TXT-1349,The product arrived on the expected delivery date.,Neutral,Greeting,Technology,annotated,0.95
TXT-1350,The app is intuitive and works perfectly without any bugs. Would recommend.,Positive,Request,Health,annotated,0.9
TXT-1351,Nothing remarkable but no complaints either.,Neutral,Request,Technology,annotated,0.85
TXT-1352,Do not buy this. It is a scam. Zero stars.,Negative,Request,Entertainment,annotated,0.79
TXT-1353,Received the wrong item and nobody is responding. Avoid.,Negative,Greeting,Health,annotated,0.93
TXT-1354,The app is intuitive and works perfectly without any bugs. Would recommend.,Positive,Request,Technology,annotated,0.88
TXT-1355,Brilliant product! Exactly what I needed.,Positive,Feedback,Health,annotated,0.88
TXT-1356,The product arrived on the expected delivery date.,Neutral,Greeting,Sports,annotated,0.96
TXT-1357,Very happy with this purchase. Works like a charm. Loved it!,Positive,Complaint,Entertainment,annotated,0.9
TXT-1358,Very disappointed. The item looks nothing like the photos. Avoid.,Negative,Complaint,Entertainment,annotated,0.96
TXT-1359,Received the wrong item and nobody is responding.,Negative,Inquiry,Health,annotated,0.82
TXT-1360,Works as expected. Average experience.,Neutral,Feedback,Entertainment,annotated,0.85
TXT-1361,Received the wrong item and nobody is responding. Avoid.,Negative,Greeting,Health,annotated,0.82
TXT-1362,Poor quality. The stitching came apart within a week.,Negative,Feedback,Entertainment,annotated,0.82
TXT-1363,Battery life is horrible. Barely lasts two hours.,Negative,Inquiry,Technology,annotated,0.87
TXT-1364,Wonderful experience overall. Will definitely order again.,Positive,Greeting,Sports,annotated,0.93
TXT-1365,Poor quality. The stitching came apart within a week.,Negative,Greeting,Entertainment,annotated,0.96
TXT-1366,Decent product at a reasonable price.,Neutral,Greeting,Technology,annotated,0.82
TXT-1367,Battery life is horrible. Barely lasts two hours. Zero stars.,Negative,Request,Finance,annotated,0.79
TXT-1368,Poor quality. The stitching came apart within a week. Zero stars.,Negative,Request,Sports,annotated,0.96
TXT-1369,The item matches the product description provided.,Neutral,Inquiry,Sports,annotated,0.85
TXT-1370,Best purchase I have made this year. Truly outstanding. 5 stars.,Positive,Feedback,Entertainment,annotated,0.93
TXT-1371,Amazing quality for the price. Highly recommend to everyone. Would recommend.,Positive,Complaint,Finance,annotated,0.88
TXT-1372,Amazing quality for the price. Highly recommend to everyone. Great!,Positive,Feedback,Sports,annotated,0.88
